GreekToken,ExchangeToken,ExchangeSegMent,Series/InstType,Symbol,Description,ExpiryDate,OptionType,StrikePrice,TickSize,LotSize,TradingSymbol,SymbolWithExpiry
101000591,591,NSEEQ,N8,840IRFC29,BOND 8.40% PA TF TI-SIIA,,XX,0.00,0.01,1,840IRFC29,840IRFC29
101000592,592,NSEEQ,EQ,GRAPHITE,GRAPHITE INDIA LTD,,XX,0.00,0.05,1,GRAPHITE,GRAPHITE
101000593,593,NSEEQ,SG,661KA30,SDL KA 6.61% 2030,,XX,0.00,0.01,100,661KA30,661KA30
101000595,595,NSEEQ,EQ,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,,XX,0.00,0.05,1,CARBORUNIV,CARBORUNIV
101000596,596,NSEEQ,SG,663MH30,SDL MH 6.63% 2030,,XX,0.00,0.01,100,663MH30,663MH30
101000599,599,NSEEQ,SG,645MH27,SDL MH 6.45% 2027,,XX,0.00,0.01,100,645MH27,645MH27
101000603,603,NSEEQ,NA,865IRFC29,BOND 8.65% PA TF TI-SIIB,,XX,0.00,0.01,1,865IRFC29,865IRFC29
101000605,605,NSEEQ,SG,655MH28,SDL MH 6.55% 2028,,XX,0.00,0.01,100,655MH28,655MH28
101000609,609,NSEEQ,SG,665ML30,SDL ML 6.65% 2030,,XX,0.00,0.01,100,665ML30,665ML30
101000611,611,NSEEQ,SG,66RJ30A,SDL RJ 6.6% 2030,,XX,0.00,0.01,100,66RJ30A,66RJ30A
101000614,614,NSEEQ,SG,663UP30,SDL UP 6.63% 2030,,XX,0.00,0.01,100,663UP30,663UP30
101000617,617,NSEEQ,SG,662UK30,SDL UK 6.62% 2030,,XX,0.00,0.01,100,662UK30,662UK30
101000618,618,NSEEQ,SG,675KA33A,SDL KA 6.75% 2033,,XX,0.00,0.01,100,675KA33A,675KA33A
101000619,619,NSEEQ,EQ,CENTENKA,CENTURY ENKA LTD,,XX,0.00,0.05,1,CENTENKA,CENTENKA
101000620,620,NSEEQ,SG,699WB35,SDL WB 6.99% 2035,,XX,0.00,0.01,100,699WB35,699WB35
101000625,625,NSEEQ,EQ,ABREL,ADITYA BIRLA REAL EST LTD,,XX,0.00,0.10,1,ABREL,ABREL
101000626,626,NSEEQ,SG,691AP39,SDL AP 6.91% 2039,,XX,0.00,0.01,100,691AP39,691AP39
101000628,628,NSEEQ,EQ,CESC,CESC LTD,,XX,0.00,0.01,1,CESC,CESC
101000629,629,NSEEQ,SG,691MP40,SDL MP 6.91% 2040,,XX,0.00,0.01,100,691MP40,691MP40
101000630,630,NSEEQ,SG,694TS50A,SDL TS 6.94% 2050,,XX,0.00,0.01,100,694TS50A,694TS50A
101000634,634,NSEEQ,EQ,IGARASHI,IGARASHI MOTORS INDIA LTD,,XX,0.00,0.05,1,IGARASHI,IGARASHI
101000637,637,NSEEQ,EQ,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,,XX,0.00,0.05,1,CHAMBLFERT,CHAMBLFERT
101000641,641,NSEEQ,EQ,DNAMEDIA,DILIGENT MEDIA CORP LTD.,,XX,0.00,0.01,1,DNAMEDIA,DNAMEDIA
101000644,644,NSEEQ,BL,DNAMEDIA,DILIGENT MEDIA CORP LTD.,,XX,0.00,0.01,999999999,DNAMEDIA,DNAMEDIA
101000650,650,NSEEQ,BL,SUULD,SUUMAYA INDUSTRIES LTD,,XX,0.00,0.01,999999999,SUULD,SUULD
101000676,676,NSEEQ,EQ,EXIDEIND,EXIDE INDUSTRIES LTD,,XX,0.00,0.05,1,EXIDEIND,EXIDEIND
101000683,683,NSEEQ,BL,RUSHILPP,RUSHIL RS.2.50 PPD UP,,XX,0.00,0.05,999999999,RUSHILPP,RUSHILPP
101000685,685,NSEEQ,EQ,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,,XX,0.00,0.10,1,CHOLAFIN,CHOLAFIN
101000694,694,NSEEQ,EQ,CIPLA,CIPLA LTD,,XX,0.00,0.10,1,CIPLA,CIPLA
101000701,701,NSEEQ,EQ,HEMIPROP,HEMISPHERE PROP IND LTD,,XX,0.00,0.01,1,HEMIPROP,HEMIPROP
101000702,702,NSEEQ,BL,HEMIPROP,HEMISPHERE PROP IND LTD,,XX,0.00,0.01,999999999,HEMIPROP,HEMIPROP
101000703,703,NSEEQ,EQ,DICIND,DIC INDIA LIMITED,,XX,0.00,0.05,1,DICIND,DICIND
101000708,708,NSEEQ,EQ,SHRADHA,SHRADHA REALTY LIMITED,,XX,0.00,0.01,1,SHRADHA,SHRADHA
101000714,714,NSEEQ,EQ,SHALBY,SHALBY LIMITED,,XX,0.00,0.01,1,SHALBY,SHALBY
101000715,715,NSEEQ,EQ,SUDARCOLOR,SUDARSHAN COLORNT IND LTD,,XX,0.00,0.05,1,SUDARCOLOR,SUDARCOLOR
101000717,717,NSEEQ,BL,SHRADHA,SHRADHA REALTY LIMITED,,XX,0.00,0.01,999999999,SHRADHA,SHRADHA
101000719,719,NSEEQ,BL,SHALBY,SHALBY LIMITED,,XX,0.00,0.01,999999999,SHALBY,SHALBY
101000722,722,NSEEQ,EQ,SBIETFPB,SBIAMC - SBIETFPB,,XX,0.00,0.01,1,SBIETFPB,SBIETFPB
101000728,728,NSEEQ,BL,SBIETFPB,SBIAMC - SBIETFPB,,XX,0.00,0.01,999999999,SBIETFPB,SBIETFPB
101000739,739,NSEEQ,EQ,COROMANDEL,COROMANDEL INTERNTL. LTD,,XX,0.00,0.10,1,COROMANDEL,COROMANDEL
101000740,740,NSEEQ,EQ,SBIETFIT,SBIAMC - SBIETFIT,,XX,0.00,0.01,1,SBIETFIT,SBIETFIT
101000742,742,NSEEQ,EQ,COSMOFIRST,COSMO FIRST LIMITED,,XX,0.00,0.05,1,COSMOFIRST,COSMOFIRST
101000745,745,NSEEQ,BL,SBIETFIT,SBIAMC - SBIETFIT,,XX,0.00,0.01,999999999,SBIETFIT,SBIETFIT
101000746,746,NSEEQ,SG,687AP35,SDL AP 6.87% 2035,,XX,0.00,0.01,100,687AP35,687AP35
101000747,747,NSEEQ,BL,FSC,FUTURE SUPP CHAIN SOL LTD,,XX,0.00,0.01,999999999,FSC,FSC
101000754,754,NSEEQ,SG,656AS30,SDL AS 6.56% 2030,,XX,0.00,0.01,100,656AS30,656AS30
101000757,757,NSEEQ,EQ,CRISIL,CRISIL LTD,,XX,0.00,0.10,1,CRISIL,CRISIL
101000758,758,NSEEQ,SG,651KA30,SDL KA 6.51% 2030,,XX,0.00,0.01,100,651KA30,651KA30
101000760,760,NSEEQ,EQ,CGPOWER,CG POWER AND IND SOL LTD,,XX,0.00,0.05,1,CGPOWER,CGPOWER
101000761,761,NSEEQ,SG,662JH30,SDL JH 6.62% 2030,,XX,0.00,0.01,100,662JH30,662JH30
101000767,767,NSEEQ,SG,689MP40,SDL MP 6.89% 2040,,XX,0.00,0.01,100,689MP40,689MP40
101000772,772,NSEEQ,EQ,DABUR,DABUR INDIA LTD,,XX,0.00,0.05,1,DABUR,DABUR
101000773,773,NSEEQ,SG,647MH28,SDL MH 6.47% 2028,,XX,0.00,0.01,100,647MH28,647MH28
101000776,776,NSEEQ,SG,656MH30,SDL MH 6.56% 2030,,XX,0.00,0.01,100,656MH30,656MH30
101000778,778,NSEEQ,EQ,KEEPLEARN,DSJ KEEP LEARNING LTD,,XX,0.00,0.01,1,KEEPLEARN,KEEPLEARN
101000779,779,NSEEQ,SG,654UP30,SDL UP 6.54% 2030,,XX,0.00,0.01,100,654UP30,654UP30
101000781,781,NSEEQ,EQ,DALMIASUG,DALMIA BHARAT SUG IN LTD,,XX,0.00,0.05,1,DALMIASUG,DALMIASUG
101000782,782,NSEEQ,SG,662KA32,SDL KA 6.62% 2032,,XX,0.00,0.01,100,662KA32,662KA32
101000800,800,NSEEQ,BL,MOLDTEK-RE,MOLD-TEK PACKAGING RE,,XX,0.00,0.05,999999999,MOLDTEK-RE,MOLDTEK-RE
101000804,804,NSEEQ,EQ,SHIVATEX,SHIVA TEXYARN LIMITED,,XX,0.00,0.01,1,SHIVATEX,SHIVATEX
101000805,805,NSEEQ,EQ,DCM,DCM LTD,,XX,0.00,0.01,1,DCM,DCM
101000809,809,NSEEQ,EQ,BSHSL,BOMBAY SUPER HYBRID SEEDS,,XX,0.00,0.01,1,BSHSL,BSHSL
101000811,811,NSEEQ,EQ,DCMSHRIRAM,DCM SHRIRAM LIMITED,,XX,0.00,0.10,1,DCMSHRIRAM,DCMSHRIRAM
101000815,815,NSEEQ,BL,BSHSL,BOMBAY SUPER HYBRID SEEDS,,XX,0.00,0.01,999999999,BSHSL,BSHSL
101000816,816,NSEEQ,BL,SHIVATEX,SHIVA TEXYARN LIMITED,,XX,0.00,0.01,999999999,SHIVATEX,SHIVATEX
101000817,817,NSEEQ,EQ,DCW,DCW LTD,,XX,0.00,0.01,1,DCW,DCW
101000822,822,NSEEQ,EQ,BANKA,BANKA BIOLOO LIMITED,,XX,0.00,0.01,1,BANKA,BANKA
101000827,827,NSEEQ,EQ,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,,XX,0.00,0.05,1,DEEPAKFERT,DEEPAKFERT
101000831,831,NSEEQ,BL,BANKA,BANKA BIOLOO LIMITED,,XX,0.00,0.01,999999999,BANKA,BANKA
101000834,834,NSEEQ,GB,SGBOC28VII,2.50%GOLDBONDS2028SR-VII,,XX,0.00,0.01,1,SGBOC28VII,SGBOC28VII
101000836,836,NSEEQ,SG,575PY26,SDL PY 5.75% 2026,,XX,0.00,0.01,100,575PY26,575PY26
101000837,837,NSEEQ,SG,61RJ27,SDL RJ 6.1% 2027,,XX,0.00,0.01,100,61RJ27,61RJ27
101000838,838,NSEEQ,SG,645HP29,SDL HP 6.45% 2029,,XX,0.00,0.01,100,645HP29,645HP29
101000840,840,NSEEQ,SG,651HP30,SDL HP 6.51% 2030,,XX,0.00,0.01,100,651HP30,651HP30
101000843,843,NSEEQ,SG,64KA30B,SDL KA 6.4% 2030,,XX,0.00,0.01,100,64KA30B,64KA30B
101000846,846,NSEEQ,SG,64GJ30A,SDL GJ 6.4% 2030,,XX,0.00,0.01,100,64GJ30A,64GJ30A
101000849,849,NSEEQ,SG,642UP30,SDL UP 6.42% 2030,,XX,0.00,0.01,100,642UP30,642UP30
101000850,850,NSEEQ,ST,SMVD,SMVD POLY PACK LIMITED,,XX,0.00,0.05,4040,SMVD,SMVD
101000852,852,NSEEQ,SG,642GA30,SDL GA 6.42% 2030,,XX,0.00,0.01,100,642GA30,642GA30
101000853,853,NSEEQ,SG,644UK30,SDL UK 6.44% 2030,,XX,0.00,0.01,100,644UK30,644UK30
101000855,855,NSEEQ,SG,645RJ30,SDL RJ 6.45% 2030,,XX,0.00,0.01,100,645RJ30,645RJ30
101000857,857,NSEEQ,EQ,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,,XX,0.00,0.01,1,DHAMPURSUG,DHAMPURSUG
101000858,858,NSEEQ,SG,655TR30,SDL TR 6.55% 2030,,XX,0.00,0.01,100,655TR30,655TR30
101000861,861,NSEEQ,SG,648KA31,SDL KA 6.48% 2031,,XX,0.00,0.01,100,648KA31,648KA31
101000864,864,NSEEQ,SG,655AP33,SDL AP 6.55% 2033,,XX,0.00,0.01,100,655AP33,655AP33
101000867,867,NSEEQ,SG,672HR35,SDL HR 6.72% 2035,,XX,0.00,0.01,100,672HR35,672HR35
101000874,874,NSEEQ,EQ,ASTRON,ASTRON PAPER BORD MIL LTD,,XX,0.00,0.01,1,ASTRON,ASTRON
101000876,876,NSEEQ,SG,677AP38,SDL AP 6.77% 2038,,XX,0.00,0.01,100,677AP38,677AP38
101000877,877,NSEEQ,SG,676PN40,SDL PN 6.76% 2040,,XX,0.00,0.01,100,676PN40,676PN40
101000878,878,NSEEQ,SG,678TS50,SDL TS 6.78% 2050,,XX,0.00,0.01,100,678TS50,678TS50
101000879,879,NSEEQ,BL,ASTRON,ASTRON PAPER BORD MIL LTD,,XX,0.00,0.01,999999999,ASTRON,ASTRON
101000881,881,NSEEQ,EQ,DRREDDY,DR. REDDY S LABORATORIES,,XX,0.00,0.10,1,DRREDDY,DRREDDY
101000896,896,NSEEQ,EQ,KHAICHEM,KHAITAN CHEM & FERT LTD,,XX,0.00,0.01,1,KHAICHEM,KHAICHEM
101000905,905,NSEEQ,BL,KHAICHEM,KHAITAN CHEM & FERT LTD,,XX,0.00,0.01,999999999,KHAICHEM,KHAICHEM
101000910,910,NSEEQ,EQ,EICHERMOT,EICHER MOTORS LTD,,XX,0.00,0.50,1,EICHERMOT,EICHERMOT
101000911,911,NSEEQ,AF,ICICIGI,ICICI LOMBARD GIC LIMITED,,XX,0.00,0.10,1,ICICIGI,ICICIGI
101000913,913,NSEEQ,EQ,EQUITASBNK,EQUITAS SMALL FIN BNK LTD,,XX,0.00,0.01,1,EQUITASBNK,EQUITASBNK
101000916,916,NSEEQ,EQ,EIDPARRY,EID PARRY INDIA LTD,,XX,0.00,0.05,1,EIDPARRY,EIDPARRY
101000919,919,NSEEQ,EQ,EIHOTEL,EIH LIMITED,,XX,0.00,0.05,1,EIHOTEL,EIHOTEL
101000920,920,NSEEQ,BL,EQUITASBNK,EQUITAS SMALL FIN BNK LTD,,XX,0.00,0.01,999999999,EQUITASBNK,EQUITASBNK
101000926,926,NSEEQ,EQ,ORCHPHARMA,ORCHID PHARMA LIMITED,,XX,0.00,0.05,1,ORCHPHARMA,ORCHPHARMA
101000928,928,NSEEQ,EQ,ELECTCAST,ELECTROSTEEL CASTINGS LTD,,XX,0.00,0.01,1,ELECTCAST,ELECTCAST
101000930,930,NSEEQ,BL,ORCHPHARMA,ORCHID PHARMA LIMITED,,XX,0.00,0.05,999999999,ORCHPHARMA,ORCHPHARMA
101000936,936,NSEEQ,EQ,DPABHUSHAN,D. P. ABHUSHAN LIMITED,,XX,0.00,0.10,1,DPABHUSHAN,DPABHUSHAN
101000937,937,NSEEQ,EQ,ELGIEQUIP,ELGI EQUIPMENTS LTD,,XX,0.00,0.05,1,ELGIEQUIP,ELGIEQUIP
101000940,940,NSEEQ,EQ,PGHL,PROCTER & GAMBLE HEALTH L,,XX,0.00,0.10,1,PGHL,PGHL
101000944,944,NSEEQ,BL,DPABHUSHAN,D. P. ABHUSHAN LIMITED,,XX,0.00,0.10,999999999,DPABHUSHAN,DPABHUSHAN
101000953,953,NSEEQ,GS,622GS2035,GOI LOAN  6.22% 2035,,XX,0.00,0.01,1,622GS2035,622GS2035
101000955,955,NSEEQ,EQ,ESABINDIA,ESAB INDIA LTD,,XX,0.00,0.50,1,ESABINDIA,ESABINDIA
101000956,956,NSEEQ,GS,667GS2050,GOI LOAN  6.67% 2050,,XX,0.00,0.01,1,667GS2050,667GS2050
101000958,958,NSEEQ,EQ,ESCORTS,ESCORTS KUBOTA LIMITED,,XX,0.00,0.10,1,ESCORTS,ESCORTS
101000967,967,NSEEQ,EQ,SUBEXLTD,SUBEX LTD,,XX,0.00,0.01,1,SUBEXLTD,SUBEXLTD
101000968,968,NSEEQ,BL,SUBEXLTD,SUBEX LTD,,XX,0.00,0.01,999999999,SUBEXLTD,SUBEXLTD
101000969,969,NSEEQ,SG,675RJ30,SDL RJ 6.75% 2030,,XX,0.00,0.01,100,675RJ30,675RJ30
101000972,972,NSEEQ,SG,64KA30C,SDL KA 6.4% 2030,,XX,0.00,0.01,100,64KA30C,64KA30C
101000973,973,NSEEQ,SG,64MH30,SDL MH 6.4% 2030,,XX,0.00,0.01,100,64MH30,64MH30
101000976,976,NSEEQ,SG,643AP30,SDL AP 6.43% 2030,,XX,0.00,0.01,100,643AP30,643AP30
101000981,981,NSEEQ,EQ,EPL,EPL LIMITED,,XX,0.00,0.01,1,EPL,EPL
101000982,982,NSEEQ,SG,646GJ30,SDL GJ 6.46% 2030,,XX,0.00,0.01,100,646GJ30,646GJ30
101000985,985,NSEEQ,SG,648AS30,SDL AS 6.48% 2030,,XX,0.00,0.01,100,648AS30,648AS30
101000988,988,NSEEQ,SG,648MZ30,SDL MZ 6.48% 2030,,XX,0.00,0.01,100,648MZ30,648MZ30
101000991,991,NSEEQ,SG,65NL30,SDL NL 6.5% 2030,,XX,0.00,0.01,100,65NL30,65NL30
101000993,993,NSEEQ,EQ,EVERESTIND,EVEREST INDUSTRIES LTD,,XX,0.00,0.05,1,EVERESTIND,EVERESTIND
101000994,994,NSEEQ,SG,652PY30,SDL PY 6.52% 2030,,XX,0.00,0.01,100,652PY30,652PY30
101000997,997,NSEEQ,SG,659UP30,SDL UP 6.59% 2030,,XX,0.00,0.01,100,659UP30,659UP30
101001000,1000,NSEEQ,SG,656MH32,SDL MH 6.56% 2032,,XX,0.00,0.01,100,656MH32,656MH32
101001001,1001,NSEEQ,YL,94SFL28,SEC RED NCD 9.40% SR. V,,XX,0.00,0.01,1,94SFL28,94SFL28
101001004,1004,NSEEQ,SG,679AP34,SDL AP 6.79% 2034,,XX,0.00,0.01,100,679AP34,679AP34
101001006,1006,NSEEQ,SG,675KA35,SDL KA 6.75% 2035,,XX,0.00,0.01,100,675KA35,675KA35
101001007,1007,NSEEQ,SG,679PN35,SDL PN 6.79% 2035,,XX,0.00,0.01,100,679PN35,679PN35
101001008,1008,NSEEQ,EQ,FACT,FACT LTD,,XX,0.00,0.05,1,FACT,FACT
101001009,1009,NSEEQ,SG,68JK35,SDL JK 6.8% 2035,,XX,0.00,0.01,100,68JK35,68JK35
101001011,1011,NSEEQ,EQ,SCHAEFFLER,SCHAEFFLER INDIA LIMITED,,XX,0.00,0.10,1,SCHAEFFLER,SCHAEFFLER
101001012,1012,NSEEQ,SG,676MP40,SDL MP 6.76% 2040,,XX,0.00,0.01,100,676MP40,676MP40
101001015,1015,NSEEQ,SG,688WB40,SDL WB 6.88% 2040,,XX,0.00,0.01,100,688WB40,688WB40
101001018,1018,NSEEQ,SG,68TS50,SDL TS 6.8% 2050,,XX,0.00,0.01,100,68TS50,68TS50
101001023,1023,NSEEQ,EQ,FEDERALBNK,FEDERAL BANK LTD,,XX,0.00,0.05,1,FEDERALBNK,FEDERALBNK
101001030,1030,NSEEQ,EQ,AARON,AARON INDUSTRIES LIMITED,,XX,0.00,0.01,1,AARON,AARON
101001038,1038,NSEEQ,EQ,FINCABLES,FINOLEX CABLES LTD,,XX,0.00,0.05,1,FINCABLES,FINCABLES
101001039,1039,NSEEQ,BL,AARON,AARON INDUSTRIES LIMITED,,XX,0.00,0.01,999999999,AARON,AARON
101001041,1041,NSEEQ,EQ,FINPIPE,FINOLEX INDUSTRIES LTD,,XX,0.00,0.01,1,FINPIPE,FINPIPE
101001044,1044,NSEEQ,EQ,AXISBNKETF,AXISAMC - AXISBNKETF,,XX,0.00,0.01,1,AXISBNKETF,AXISBNKETF
101001048,1048,NSEEQ,BL,AXISBNKETF,AXISAMC - AXISBNKETF,,XX,0.00,0.01,999999999,AXISBNKETF,AXISBNKETF
101001053,1053,NSEEQ,EQ,UFLEX,UFLEX LIMITED,,XX,0.00,0.05,1,UFLEX,UFLEX
101001073,1073,NSEEQ,EQ,FOSECOIND,FOSECO INDIA LTD,,XX,0.00,0.50,1,FOSECOIND,FOSECOIND
101001074,1074,NSEEQ,SG,655GA30,SDL GA 6.55% 2030,,XX,0.00,0.01,100,655GA30,655GA30
101001075,1075,NSEEQ,SG,65GJ30,SDL GJ 6.5% 2030,,XX,0.00,0.01,100,65GJ30,65GJ30
101001076,1076,NSEEQ,EQ,ZENSARTECH,ZENSAR TECHNOLOGIES  LTD,,XX,0.00,0.05,1,ZENSARTECH,ZENSARTECH
101001077,1077,NSEEQ,SG,659HR30,SDL HR 6.59% 2030,,XX,0.00,0.01,100,659HR30,659HR30
101001080,1080,NSEEQ,SG,647KA30,SDL KA 6.47% 2030,,XX,0.00,0.01,100,647KA30,647KA30
101001083,1083,NSEEQ,SG,661RJ30,SDL RJ 6.61% 2030,,XX,0.00,0.01,100,661RJ30,661RJ30
101001084,1084,NSEEQ,SG,66SK30,SDL SK 6.6% 2030,,XX,0.00,0.01,100,66SK30,66SK30
101001085,1085,NSEEQ,EQ,GABRIEL,GABRIEL INDIA LTD,,XX,0.00,0.05,1,GABRIEL,GABRIEL
101001086,1086,NSEEQ,SG,66UP30,SDL UP 6.6% 2030,,XX,0.00,0.01,100,66UP30,66UP30
101001090,1090,NSEEQ,SG,684MZ34,SDL MZ 6.84% 2034,,XX,0.00,0.01,100,684MZ34,684MZ34
101001092,1092,NSEEQ,SG,675KA34,SDL KA 6.75% 2034,,XX,0.00,0.01,100,675KA34,675KA34
101001095,1095,NSEEQ,SG,679MP40,SDL MP 6.79% 2040,,XX,0.00,0.01,100,679MP40,679MP40
101001098,1098,NSEEQ,SG,68TS50A,SDL TS 6.8% 2050,,XX,0.00,0.01,100,68TS50A,68TS50A
101001100,1100,NSEEQ,EQ,GARFIBRES,GARWARE TECH FIBRES LTD,,XX,0.00,0.05,1,GARFIBRES,GARFIBRES
101001110,1110,NSEEQ,EQ,DANGEE,DANGEE DUMS LIMITED,,XX,0.00,0.01,1,DANGEE,DANGEE
101001125,1125,NSEEQ,BL,DANGEE,DANGEE DUMS LIMITED,,XX,0.00,0.01,999999999,DANGEE,DANGEE
101001127,1127,NSEEQ,EQ,GHCL,GHCL LIMITED,,XX,0.00,0.05,1,GHCL,GHCL
101001129,1129,NSEEQ,EQ,GTECJAINX,G-TEC JAINX EDUCATION LTD,,XX,0.00,0.01,1,GTECJAINX,GTECJAINX
101001134,1134,NSEEQ,EQ,APOLLO,APOLLO MICRO SYSTEMS LTD,,XX,0.00,0.01,1,APOLLO,APOLLO
101001136,1136,NSEEQ,BL,GTECJAINX,G-TEC JAINX EDUCATION LTD,,XX,0.00,0.01,999999999,GTECJAINX,GTECJAINX
101001137,1137,NSEEQ,BL,APOLLO,APOLLO MICRO SYSTEMS LTD,,XX,0.00,0.01,999999999,APOLLO,APOLLO
101001139,1139,NSEEQ,EQ,GICHSGFIN,GIC HOUSING FINANCE LTD,,XX,0.00,0.01,1,GICHSGFIN,GICHSGFIN
101001142,1142,NSEEQ,EQ,GINNIFILA,GINNI FILAMENTS LTD,,XX,0.00,0.01,1,GINNIFILA,GINNIFILA
101001145,1145,NSEEQ,EQ,GIPCL,GUJ IND POW CO. LTD,,XX,0.00,0.01,1,GIPCL,GIPCL
101001153,1153,NSEEQ,EQ,GLAXO,GLAXOSMITHKLINE PHARMA LT,,XX,0.00,0.10,1,GLAXO,GLAXO
101001154,1154,NSEEQ,BL,SDL24BEES,NIPPON INDIA- NIMFXX,,XX,0.00,0.01,999999999,SDL24BEES,SDL24BEES
101001157,1157,NSEEQ,SG,654AR30,SDL AR 6.54% 2030,,XX,0.00,0.01,100,654AR30,654AR30
101001158,1158,NSEEQ,SG,649KA30A,SDL KA 6.49% 2030,,XX,0.00,0.01,100,649KA30A,649KA30A
101001160,1160,NSEEQ,SG,654RJ30A,SDL RJ 6.54% 2030,,XX,0.00,0.01,100,654RJ30A,654RJ30A
101001162,1162,NSEEQ,EQ,GTL,GTL LTD,,XX,0.00,0.01,1,GTL,GTL
101001163,1163,NSEEQ,SG,66AS30,SDL AS 6.6% 2030,,XX,0.00,0.01,100,66AS30,66AS30
101001164,1164,NSEEQ,EQ,NEWGEN,NEWGEN SOFTWARE TECH LTD,,XX,0.00,0.05,1,NEWGEN,NEWGEN
101001165,1165,NSEEQ,SG,66PN30,SDL PN 6.6% 2030,,XX,0.00,0.01,100,66PN30,66PN30
101001166,1166,NSEEQ,SG,672KA33,SDL KA 6.72% 2033,,XX,0.00,0.01,100,672KA33,672KA33
101001167,1167,NSEEQ,BL,NEWGEN,NEWGEN SOFTWARE TECH LTD,,XX,0.00,0.05,999999999,NEWGEN,NEWGEN
101001168,1168,NSEEQ,EQ,GMBREW,G M BREWERIES LTD,,XX,0.00,0.05,1,GMBREW,GMBREW
101001169,1169,NSEEQ,SG,678WB35,SDL WB 6.78% 2035,,XX,0.00,0.01,100,678WB35,678WB35
101001172,1172,NSEEQ,SG,681TR35,SDL TR 6.81% 2035,,XX,0.00,0.01,100,681TR35,681TR35
101001174,1174,NSEEQ,EQ,GNFC,GUJ NAR VAL FER & CHEM L,,XX,0.00,0.05,1,GNFC,GNFC
101001181,1181,NSEEQ,EQ,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,,XX,0.00,0.10,1,GODFRYPHLP,GODFRYPHLP
101001185,1185,NSEEQ,EQ,AMBER,AMBER ENTERPRISES (I) LTD,,XX,0.00,0.50,1,AMBER,AMBER
101001186,1186,NSEEQ,EQ,GLAND,GLAND PHARMA LIMITED,,XX,0.00,0.10,1,GLAND,GLAND
101001190,1190,NSEEQ,EQ,FMGOETZE,FEDERAL-MOGUL GOETZE (IND,,XX,0.00,0.05,1,FMGOETZE,FMGOETZE
101001192,1192,NSEEQ,BL,AMBER,AMBER ENTERPRISES (I) LTD,,XX,0.00,0.50,999999999,AMBER,AMBER
101001194,1194,NSEEQ,BL,GLAND,GLAND PHARMA LIMITED,,XX,0.00,0.10,999999999,GLAND,GLAND
101001196,1196,NSEEQ,EQ,KANSAINER,KANSAI NEROLAC PAINTS LTD,,XX,0.00,0.01,1,KANSAINER,KANSAINER
101001200,1200,NSEEQ,EQ,ESG,MIRAEAMC - MAESGETF,,XX,0.00,0.01,1,ESG,ESG
101001204,1204,NSEEQ,EQ,PRAXIS,PRAXIS HOME RETAIL LTD,,XX,0.00,0.01,1,PRAXIS,PRAXIS
101001206,1206,NSEEQ,BL,ESG,MIRAEAMC - MAESGETF,,XX,0.00,0.01,999999999,ESG,ESG
101001212,1212,NSEEQ,SG,635MH28,SDL MH 6.35% 2028,,XX,0.00,0.01,100,635MH28,635MH28
101001213,1213,NSEEQ,BL,PRAXIS,PRAXIS HOME RETAIL LTD,,XX,0.00,0.01,999999999,PRAXIS,PRAXIS
101001214,1214,NSEEQ,EQ,DELTAMAGNT,DELTA MANUFACTURING LTD,,XX,0.00,0.01,1,DELTAMAGNT,DELTAMAGNT
101001215,1215,NSEEQ,SG,653HP29,SDL HP 6.53% 2029,,XX,0.00,0.01,100,653HP29,653HP29
101001221,1221,NSEEQ,SG,66HP30,SDL HP 6.6% 2030,,XX,0.00,0.01,100,66HP30,66HP30
101001227,1227,NSEEQ,SG,65KA30A,SDL KA 6.5% 2030,,XX,0.00,0.01,100,65KA30A,65KA30A
101001232,1232,NSEEQ,EQ,GRASIM,GRASIM INDUSTRIES LTD,,XX,0.00,0.10,1,GRASIM,GRASIM
101001233,1233,NSEEQ,SG,65GJ30A,SDL GJ 6.5% 2030,,XX,0.00,0.01,100,65GJ30A,65GJ30A
101001235,1235,NSEEQ,EQ,GREAVESCOT,GREAVES COTTON LTD.,,XX,0.00,0.01,1,GREAVESCOT,GREAVESCOT
101001236,1236,NSEEQ,SG,652MH30,SDL MH 6.52% 2030,,XX,0.00,0.01,100,652MH30,652MH30
101001237,1237,NSEEQ,SG,657GA30,SDL GA 6.57% 2030,,XX,0.00,0.01,100,657GA30,657GA30
101001239,1239,NSEEQ,SG,658UP30,SDL UP 6.58% 2030,,XX,0.00,0.01,100,658UP30,658UP30
101001241,1241,NSEEQ,SG,659RJ30A,SDL RJ 6.59% 2030,,XX,0.00,0.01,100,659RJ30A,659RJ30A
101001246,1246,NSEEQ,SG,664AS30,SDL AS 6.64% 2030,,XX,0.00,0.01,100,664AS30,664AS30
101001247,1247,NSEEQ,EQ,GSFC,GUJ STATE FERT & CHEM LTD,,XX,0.00,0.01,1,GSFC,GSFC
101001248,1248,NSEEQ,SG,666KA32,SDL KA 6.66% 2032,,XX,0.00,0.01,100,666KA32,666KA32
101001250,1250,NSEEQ,EQ,CASTROLIND,CASTROL INDIA LIMITED,,XX,0.00,0.01,1,CASTROLIND,CASTROLIND
